fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
8,4;0,52;0,22;2,7;0,0840;4;18;0,9968;3,26;0,57;9,9;REGULAR-BUENO
8,2;0,28;0,40;2,4;0,0520;4;10;0,9936;3,33;0,70;12,8;BUENO
8,4;0,25;0,39;2,0;0,0410;4;10;0,9939;3,27;0,71;12,5;BUENO
8,2;0,28;0,40;2,4;0,0520;4;10;0,9936;3,33;0,70;12,8;BUENO
7,4;0,53;0,12;1,9;0,1650;4;12;0,9970;3,26;0,86;9,2;REGULAR-MALO
7,6;0,48;0,31;2,8;0,0700;4;15;0,9969;3,22;0,55;10,3;REGULAR-BUENO
7,3;0,49;0,10;2,6;0,0680;4;14;0,9956;3,30;0,47;10,5;REGULAR-MALO
12,9;0,50;0,55;2,8;0,0720;7;24;100012,0000;3,09;0,68;10,9;REGULAR-BUENO
10,8;0,45;0,33;2,5;0,0990;20;38;0,9982;3,24;0,71;10,8;REGULAR-MALO
6,9;0,39;0,24;2,1;0,1020;4;7;0,9946;3,44;0,58;11,4;MALO
12,6;0,41;0,54;2,8;0,1030;19;41;0,9994;3,21;0,76;11,3;REGULAR-BUENO
10,8;0,45;0,33;2,5;0,0990;20;38;0,9982;3,24;0,71;10,8;REGULAR-MALO
9,8;0,51;0,19;3,2;0,0810;8;30;0,9984;3,23;0,58;10,5;REGULAR-BUENO
10,8;0,29;0,42;1,6;0,0840;19;27;0,9955;3,28;0,73;11,9;REGULAR-BUENO
7,1;0,72;0,00;2,4;0,0710;21;47;0,9963;3,29;0,45;9,4;REGULAR-MALO
9,1;0,66;0,15;3,2;0,0970;9;59;0,9998;3,28;0,54;9,6;REGULAR-MALO
7,0;0,69;0,00;1,9;0,0990;9;22;0,9961;3,34;0,60;9,7;REGULAR-MALO
4,9;0,42;0,00;2,1;0,0480;16;42;0,9915;3,71;0,74;14,0;BUENO
6,7;0,54;0,13;2,0;0,0760;15;36;0,9973;3,61;0,64;9,8;REGULAR-MALO
6,7;0,54;0,13;2,0;0,0760;15;36;0,9973;3,61;0,64;9,8;REGULAR-MALO
7,1;0,48;0,28;2,8;0,0680;6;16;0,9968;3,24;0,53;10,3;REGULAR-MALO
7,1;0,46;0,14;2,8;0,0760;15;37;0,9962;3,36;0,49;10,7;REGULAR-MALO
7,5;0,27;0,34;2,3;0,0500;4;8;0,9951;3,40;0,64;11,0;BUENO
7,1;0,46;0,14;2,8;0,0760;15;37;0,9962;3,36;0,49;10,7;REGULAR-MALO
7,8;0,57;0,09;2,3;0,0650;34;45;0,9942;3,46;0,74;12,7;MUY BUENO
5,9;0,61;0,08;2,1;0,0710;16;24;0,9938;3,56;0,77;11,1;REGULAR-BUENO
7,5;0,69;0,07;2,5;0,0580;5;9;0,9963;3,38;0,55;10,9;MALO
5,9;0,61;0,08;2,1;0,0710;16;24;0,9938;3,56;0,77;11,1;REGULAR-BUENO
10,4;0,44;0,42;1,5;0,1450;34;48;0,9983;3,38;0,86;9,9;MUY MALO
11,6;0,47;0,44;1,6;0,1470;36;51;0,9984;3,38;0,86;9,9;MALO
8,8;0,69;0,26;1,6;0,0880;16;23;0,9969;3,32;0,47;9,4;REGULAR-MALO
7,6;0,67;0,10;1,5;0,0660;27;55;0,9966;3,39;0,51;9,3;REGULAR-MALO
6,7;0,28;0,28;2,4;0,0120;36;100;0,9906;3,26;0,39;11,7;BUENO
6,7;0,28;0,28;2,4;0,0120;36;100;0,9906;3,26;0,39;11,7;BUENO
10,1;0,31;0,35;1,6;0,0750;9;28;0,9967;3,24;0,83;11,2;BUENO
6,0;0,50;0,04;2,2;0,0920;13;26;0,9965;3,46;0,47;10,0;REGULAR-MALO
11,1;0,42;0,47;2,7;0,0850;9;34;0,9974;3,24;0,77;12,1;BUENO
6,6;0,66;0,00;3,0;0,1150;21;31;0,9963;3,45;0,63;10,3;REGULAR-MALO
10,6;0,50;0,45;2,6;0,1190;34;68;0,9971;3,23;0,72;10,9;REGULAR-BUENO
7,1;0,69;0,35;2,0;0,0880;9;92;0,9963;3,28;0,62;9,4;REGULAR-MALO
9,9;0,25;0,46;1,7;0,0620;26;42;0,9959;3,18;0,83;10,6;REGULAR-BUENO
6,4;0,64;0,21;1,8;0,0810;14;31;0,9969;3,59;0,66;9,8;REGULAR-MALO
6,4;0,64;0,21;1,8;0,0810;14;31;0,9969;3,59;0,66;9,8;REGULAR-MALO
7,4;0,68;0,16;1,8;0,0780;12;39;0,9977;3,50;0,70;9,9;REGULAR-BUENO
6,4;0,64;0,21;1,8;0,0810;14;31;0,9969;3,59;0,66;9,8;REGULAR-MALO
6,4;0,63;0,21;1,6;0,0800;12;32;0,9969;3,58;0,66;9,8;REGULAR-MALO
9,3;0,43;0,44;1,9;0,0850;9;22;0,9971;3,28;0,55;9,5;REGULAR-MALO
9,3;0,43;0,44;1,9;0,0850;9;22;0,9971;3,28;0,55;9,5;REGULAR-MALO
8,0;0,42;0,32;2,5;0,0800;26;122;0,9980;3,22;1,07;9,7;REGULAR-MALO
9,3;0,36;0,39;1,5;0,0800;41;55;0,9965;3,47;0,73;10,9;REGULAR-BUENO
9,3;0,36;0,39;1,5;0,0800;41;55;0,9965;3,47;0,73;10,9;REGULAR-BUENO
7,6;0,74;0,02;2,5;0,0710;10;14;0,9954;3,51;0,71;11,7;BUENO
9,3;0,36;0,39;1,5;0,0800;41;55;0,9965;3,47;0,73;10,9;REGULAR-BUENO
8,2;0,26;0,34;2,5;0,0730;16;47;0,9959;3,40;0,78;11,3;BUENO
11,7;0,28;0,47;1,7;0,0540;17;32;0,9969;3,15;0,67;10,6;BUENO
6,8;0,56;0,22;1,8;0,0740;15;24;0,9944;3,40;0,82;11,2;REGULAR-BUENO
7,2;0,62;0,06;2,7;0,0770;15;85;0,9975;3,51;0,54;9,5;REGULAR-MALO
5,8;1,01;0,66;2,0;0,0390;15;88;0,9936;3,66;0,60;11,5;REGULAR-BUENO
7,5;0,42;0,32;2,7;0,0670;7;25;0,9963;3,24;0,44;10,4;REGULAR-MALO
7,2;0,62;0,06;2,5;0,0780;17;84;0,9975;3,51;0,53;9,7;REGULAR-MALO
7,2;0,62;0,06;2,7;0,0770;15;85;0,9975;3,51;0,54;9,5;REGULAR-MALO
7,2;0,64;0,07;2,6;0,0770;16;86;0,9975;3,51;0,54;9,7;REGULAR-MALO
6,8;0,49;0,22;2,3;0,0710;13;24;0,9944;3,41;0,83;11,3;REGULAR-BUENO
6,9;0,51;0,23;2,0;0,0720;13;22;0,9944;3,40;0,84;11,2;REGULAR-BUENO
6,8;0,56;0,22;1,8;0,0740;15;24;0,9944;3,40;0,82;11,2;REGULAR-BUENO
7,6;0,63;0,03;2,0;0,0800;27;43;0,9958;3,44;0,64;10,9;REGULAR-BUENO
7,7;0,72;0,01;2,1;0,0640;31;43;0,9937;3,41;0,57;11,8;REGULAR-BUENO
6,9;0,56;0,03;1,5;0,0860;36;46;0,9952;3,53;0,57;10,6;REGULAR-MALO
7,3;0,35;0,24;2,0;0,0670;28;48;0,9958;3,43;0,54;10,0;MALO
9,1;0,21;0,37;1,6;0,0670;6;10;0,9955;3,23;0,58;11,1;BUENO
10,4;0,38;0,46;2,1;0,1040;6;10;0,9966;3,12;0,65;11,8;BUENO
8,8;0,31;0,40;2,8;0,1090;7;16;0,9961;3,31;0,79;11,8;BUENO
7,1;0,47;0,00;2,2;0,0670;7;14;0,9952;3,40;0,58;10,9;MALO
7,7;0,72;0,01;2,1;0,0640;31;43;0,9937;3,41;0,57;11,8;REGULAR-BUENO
8,8;0,61;0,19;4,0;0,0940;30;69;0,9979;3,22;0,50;10,0;REGULAR-BUENO
7,2;0,60;0,04;2,5;0,0760;18;88;0,9975;3,53;0,55;9,5;REGULAR-MALO
9,2;0,56;0,18;1,6;0,0780;10;21;0,9958;3,15;0,49;9,9;REGULAR-MALO
7,6;0,72;0,00;2,1;0,0680;30;35;0,9953;3,48;0,65;11,4;REGULAR-BUENO
8,4;0,31;0,29;3,1;0,1940;14;26;0,9954;3,22;0,78;12,0;REGULAR-BUENO
7,2;0,60;0,04;2,5;0,0760;18;88;0,9975;3,53;0,55;9,5;REGULAR-MALO
8,8;0,61;0,19;4,0;0,0940;30;69;0,9979;3,22;0,50;10,0;REGULAR-BUENO
8,9;0,75;0,14;2,5;0,0860;9;30;0,9982;3,34;0,64;10,5;REGULAR-MALO
9,0;0,80;0,12;2,4;0,0830;8;28;0,9984;3,33;0,65;10,4;REGULAR-BUENO
10,7;0,52;0,38;2,6;0,0660;29;56;0,9958;3,15;0,79;12,1;BUENO
6,8;0,57;0,00;2,5;0,0720;32;64;0,9949;3,43;0,56;11,2;REGULAR-BUENO
10,7;0,90;0,34;6,6;0,1120;23;99;100289,0000;3,22;0,68;9,3;REGULAR-MALO
7,2;0,34;0,24;2,0;0,0710;30;52;0,9958;3,44;0,58;10,1;REGULAR-MALO
7,2;0,66;0,03;2,3;0,0780;16;86;0,9974;3,53;0,57;9,7;REGULAR-MALO
10,1;0,45;0,23;1,9;0,0820;10;18;0,9977;3,22;0,65;9,3;REGULAR-BUENO
7,2;0,66;0,03;2,3;0,0780;16;86;0,9974;3,53;0,57;9,7;REGULAR-MALO
7,2;0,63;0,03;2,2;0,0800;17;88;0,9975;3,53;0,58;9,8;REGULAR-BUENO
7,1;0,59;0,01;2,3;0,0800;27;43;0,9955;3,42;0,58;10,7;REGULAR-BUENO
8,3;0,31;0,39;2,4;0,0780;17;43;0,9944;3,31;0,77;12,5;BUENO
7,1;0,59;0,01;2,3;0,0800;27;43;0,9955;3,42;0,58;10,7;REGULAR-BUENO
8,3;0,31;0,39;2,4;0,0780;17;43;0,9944;3,31;0,77;12,5;BUENO
8,3;1,02;0,02;3,4;0,0840;6;11;0,9989;3,48;0,49;11,0;MUY MALO
8,9;0,31;0,36;2,6;0,0560;10;39;0,9956;3,40;0,69;11,8;REGULAR-MALO
7,4;0,64;0,10;2,4;0,0800;16;33;0,9974;3,58;0,69;10,8;BUENO
7,4;0,64;0,10;2,4;0,0800;16;33;0,9974;3,58;0,69;10,8;BUENO
6,8;0,59;0,06;6,0;0,0600;11;18;0,9962;3,41;0,59;10,8;BUENO
6,8;0,59;0,06;6,0;0,0600;11;18;0,9962;3,41;0,59;10,8;BUENO
9,2;0,58;0,20;3,0;0,0810;15;115;0,9980;3,23;0,59;9,5;REGULAR-MALO
7,2;0,54;0,27;2,6;0,0840;12;78;0,9964;3,39;0,71;11,0;REGULAR-MALO
6,1;0,56;0,00;2,2;0,0790;6;9;0,9948;3,59;0,54;11,5;REGULAR-BUENO
7,4;0,52;0,13;2,4;0,0780;34;61;0,9953;3,43;0,59;10,8;REGULAR-BUENO
7,3;0,31;0,39;1,2;0,0590;7;11;0,9933;3,29;0,52;11,5;REGULAR-BUENO
9,3;0,38;0,48;3,8;0,1320;3;11;0,9958;3,23;0,57;13,2;REGULAR-BUENO
9,1;0,28;0,46;9,0;0,1140;3;9;0,9990;3,18;0,60;10,9;REGULAR-BUENO
10,0;0,46;0,44;2,9;0,0650;4;8;0,9967;3,33;0,62;12,2;REGULAR-BUENO
9,4;0,40;0,46;4,6;0,0940;3;10;0,9964;3,27;0,64;12,2;BUENO
7,3;0,31;0,39;1,2;0,0590;7;11;0,9933;3,29;0,52;11,5;REGULAR-BUENO
8,6;0,32;0,40;2,2;0,0790;3;6;0,9951;3,27;0,67;11,9;REGULAR-BUENO
5,3;0,72;0,19;1,5;0,1610;7;62;0,9940;3,62;0,61;11,0;REGULAR-MALO
6,8;0,41;0,31;8,8;0,0840;26;45;0,9982;3,38;0,64;10,1;REGULAR-BUENO
8,4;0,36;0,32;2,2;0,0810;32;79;0,9964;3,30;0,72;11,0;REGULAR-BUENO
8,4;0,62;0,12;1,8;0,0720;38;46;0,9950;3,38;0,89;11,8;REGULAR-BUENO
9,6;0,41;0,37;2,3;0,0910;10;23;0,9979;3,24;0,56;10,5;REGULAR-MALO
8,4;0,36;0,32;2,2;0,0810;32;79;0,9964;3,30;0,72;11,0;REGULAR-BUENO
8,4;0,62;0,12;1,8;0,0720;38;46;0,9950;3,38;0,89;11,8;REGULAR-BUENO
6,8;0,41;0,31;8,8;0,0840;26;45;0,9982;3,38;0,64;10,1;REGULAR-BUENO
8,6;0,47;0,27;2,3;0,0550;14;28;0,9952;3,18;0,80;11,2;REGULAR-MALO
8,6;0,22;0,36;1,9;0,0640;53;77;0,9960;3,47;0,87;11,0;BUENO
9,4;0,24;0,33;2,3;0,0610;52;73;0,9979;3,47;0,90;10,2;REGULAR-BUENO
8,4;0,67;0,19;2,2;0,0930;11;75;0,9974;3,20;0,59;9,2;MALO
8,6;0,47;0,27;2,3;0,0550;14;28;0,9952;3,18;0,80;11,2;REGULAR-MALO
8,7;0,33;0,38;3,3;0,0630;10;19;0,9947;3,30;0,73;12,0;BUENO
6,6;0,61;0,01;1,9;0,0800;8;25;0,9975;3,69;0,73;10,5;REGULAR-MALO
7,4;0,61;0,01;2,0;0,0740;13;38;0,9975;3,48;0,65;9,8;REGULAR-MALO
7,6;0,40;0,29;1,9;0,0780;29;66;0,9971;3,45;0,59;9,5;REGULAR-BUENO
7,4;0,61;0,01;2,0;0,0740;13;38;0,9975;3,48;0,65;9,8;REGULAR-MALO
6,6;0,61;0,01;1,9;0,0800;8;25;0,9975;3,69;0,73;10,5;REGULAR-MALO
8,8;0,30;0,38;2,3;0,0600;19;72;0,9954;3,39;0,72;11,8;REGULAR-BUENO
8,8;0,30;0,38;2,3;0,0600;19;72;0,9954;3,39;0,72;11,8;REGULAR-BUENO
12,0;0,63;0,50;1,4;0,0710;6;26;0,9979;3,07;0,60;10,4;MALO
7,2;0,38;0,38;2,8;0,0680;23;42;0,9936;3,34;0,72;12,9;BUENO
6,2;0,46;0,17;1,6;0,0730;7;11;0,9943;3,61;0,54;11,4;REGULAR-MALO
9,6;0,33;0,52;2,2;0,0740;13;25;0,9951;3,36;0,76;12,4;BUENO
9,9;0,27;0,49;5,0;0,0820;9;17;0,9948;3,19;0,52;12,5;BUENO
10,1;0,43;0,40;2,6;0,0920;13;52;0,9983;3,22;0,64;10,0;BUENO
9,8;0,50;0,34;2,3;0,0940;10;45;0,9986;3,24;0,60;9,7;BUENO
8,3;0,30;0,49;3,8;0,0900;11;24;0,9950;3,27;0,64;12,1;BUENO
10,2;0,44;0,42;2,0;0,0710;7;20;0,9957;3,14;0,79;11,1;BUENO
10,2;0,44;0,58;4,1;0,0920;11;24;0,9975;3,29;0,99;12,0;BUENO
8,3;0,28;0,48;2,1;0,0930;6;12;0,9941;3,26;0,62;12,4;BUENO
8,9;0,12;0,45;1,8;0,0750;10;21;0,9955;3,41;0,76;11,9;BUENO
8,9;0,12;0,45;1,8;0,0750;10;21;0,9955;3,41;0,76;11,9;BUENO
8,9;0,12;0,45;1,8;0,0750;10;21;0,9955;3,41;0,76;11,9;BUENO
8,3;0,28;0,48;2,1;0,0930;6;12;0,9941;3,26;0,62;12,4;BUENO
8,2;0,31;0,40;2,2;0,0580;6;10;0,9954;3,31;0,68;11,2;BUENO
10,2;0,34;0,48;2,1;0,0520;5;9;0,9946;3,20;0,69;12,1;BUENO
7,6;0,43;0,40;2,7;0,0820;6;11;0,9954;3,44;0,54;12,2;REGULAR-BUENO
8,5;0,21;0,52;1,9;0,0900;9;23;0,9965;3,36;0,67;10,4;REGULAR-MALO
9,0;0,36;0,52;2,1;0,1110;5;10;0,9957;3,31;0,62;11,3;REGULAR-BUENO
9,5;0,37;0,52;2,0;0,0880;12;51;0,9961;3,29;0,58;11,1;REGULAR-BUENO
6,4;0,57;0,12;2,3;0,1200;25;36;0,9952;3,47;0,71;11,3;BUENO
8,0;0,59;0,05;2,0;0,0890;12;32;0,9974;3,36;0,61;10,0;REGULAR-MALO
8,5;0,47;0,27;1,9;0,0580;18;38;0,9952;3,16;0,85;11,1;REGULAR-BUENO
7,1;0,56;0,14;1,6;0,0780;7;18;0,9959;3,27;0,62;9,3;REGULAR-MALO
6,6;0,57;0,02;2,1;0,1150;6;16;0,9965;3,38;0,69;9,5;REGULAR-MALO
8,8;0,27;0,39;2,0;0,1000;20;27;0,9955;3,15;0,69;11,2;REGULAR-BUENO
8,5;0,47;0,27;1,9;0,0580;18;38;0,9952;3,16;0,85;11,1;REGULAR-BUENO
8,3;0,34;0,40;2,4;0,0650;24;48;0,9955;3,34;0,86;11,0;REGULAR-BUENO
9,0;0,38;0,41;2,4;0,1030;6;10;0,9960;3,13;0,58;11,9;BUENO
8,5;0,66;0,20;2,1;0,0970;23;113;0,9973;3,13;0,48;9,2;REGULAR-MALO
9,0;0,40;0,43;2,4;0,0680;29;46;0,9943;3,20;0,60;12,2;REGULAR-BUENO
6,7;0,56;0,09;2,9;0,0790;7;22;0,9967;3,46;0,61;10,2;REGULAR-MALO
10,4;0,26;0,48;1,9;0,0660;6;10;0,9972;3,33;0,87;10,9;REGULAR-BUENO
10,4;0,26;0,48;1,9;0,0660;6;10;0,9972;3,33;0,87;10,9;REGULAR-BUENO
10,1;0,38;0,50;2,4;0,1040;6;13;0,9964;3,22;0,65;11,6;BUENO
8,5;0,34;0,44;1,7;0,0790;6;12;0,9961;3,52;0,63;10,7;REGULAR-MALO
8,8;0,33;0,41;5,9;0,0730;7;13;0,9966;3,30;0,62;12,1;BUENO
7,2;0,41;0,30;2,1;0,0830;35;72;0,9970;3,44;0,52;9,4;REGULAR-MALO
7,2;0,41;0,30;2,1;0,0830;35;72;0,9970;3,44;0,52;9,4;REGULAR-MALO
8,4;0,59;0,29;2,6;0,1090;31;119;0,9980;3,15;0,50;9,1;REGULAR-MALO
7,0;0,40;0,32;3,6;0,0610;9;29;0,9942;3,28;0,49;11,3;BUENO
12,2;0,45;0,49;1,4;0,0750;3;6;0,9969;3,13;0,63;10,4;REGULAR-MALO
9,1;0,50;0,30;1,9;0,0650;8;17;0,9977;3,32;0,71;10,5;REGULAR-BUENO
9,5;0,86;0,26;1,9;0,0790;13;28;0,9971;3,25;0,62;10,0;REGULAR-MALO
7,3;0,52;0,32;2,1;0,0700;51;70;0,9942;3,34;0,82;12,9;REGULAR-BUENO
9,1;0,50;0,30;1,9;0,0650;8;17;0,9977;3,32;0,71;10,5;REGULAR-BUENO
12,2;0,45;0,49;1,4;0,0750;3;6;0,9969;3,13;0,63;10,4;REGULAR-MALO
7,4;0,58;0,00;2,0;0,0640;7;11;0,9956;3,45;0,58;11,3;REGULAR-BUENO
9,8;0,34;0,39;1,4;0,0660;3;7;0,9947;3,19;0,55;11,4;BUENO
7,1;0,36;0,30;1,6;0,0800;35;70;0,9969;3,44;0,50;9,4;REGULAR-MALO
7,7;0,39;0,12;1,7;0,0970;19;27;0,9960;3,16;0,49;9,4;REGULAR-MALO
9,7;0,30;0,40;1,5;0,0730;14;21;0,9956;3,14;0,51;10,9;REGULAR-BUENO
7,7;0,39;0,12;1,7;0,0970;19;27;0,9960;3,16;0,49;9,4;REGULAR-MALO
7,1;0,34;0,28;2,0;0,0820;31;68;0,9969;3,45;0,48;9,4;REGULAR-MALO
6,5;0,40;0,10;2,0;0,0760;30;47;0,9955;3,36;0,48;9,4;REGULAR-BUENO
7,1;0,34;0,28;2,0;0,0820;31;68;0,9969;3,45;0,48;9,4;REGULAR-MALO
10,0;0,35;0,45;2,5;0,0920;20;88;0,9992;3,15;0,43;9,4;REGULAR-MALO
7,7;0,60;0,06;2,0;0,0790;19;41;0,9970;3,39;0,62;10,1;REGULAR-BUENO
5,6;0,66;0,00;2,2;0,0870;3;11;0,9938;3,71;0,63;12,8;BUENO
5,6;0,66;0,00;2,2;0,0870;3;11;0,9938;3,71;0,63;12,8;BUENO
8,9;0,84;0,34;1,4;0,0500;4;10;0,9955;3,12;0,48;9,1;REGULAR-BUENO
6,4;0,69;0,00;1,7;0,0550;7;12;0,9916;3,47;0,53;12,9;REGULAR-BUENO
7,5;0,43;0,30;2,2;0,0620;6;12;0,9950;3,44;0,72;11,5;BUENO
9,9;0,35;0,38;1,5;0,0580;31;47;0,9968;3,26;0,82;10,6;BUENO
9,1;0,29;0,33;2,1;0,0630;13;27;0,9952;3,26;0,84;11,7;BUENO
6,8;0,36;0,32;1,8;0,0670;4;8;0,9928;3,36;0,55;12,8;BUENO
8,2;0,43;0,29;1,6;0,0810;27;45;0,9960;3,25;0,54;10,3;REGULAR-MALO
6,8;0,36;0,32;1,8;0,0670;4;8;0,9928;3,36;0,55;12,8;BUENO
9,1;0,29;0,33;2,1;0,0630;13;27;0,9952;3,26;0,84;11,7;BUENO
9,1;0,30;0,34;2,0;0,0640;12;25;0,9952;3,26;0,84;11,7;BUENO
8,9;0,35;0,40;3,6;0,1100;12;24;0,9955;3,23;0,70;12,0;BUENO
9,6;0,50;0,36;2,8;0,1160;26;55;0,9972;3,18;0,68;10,9;REGULAR-MALO
8,9;0,28;0,45;1,7;0,0670;7;12;0,9935;3,25;0,55;12,3;BUENO
8,9;0,32;0,31;2,0;0,0880;12;19;0,9957;3,17;0,55;10,4;REGULAR-BUENO
7,7;1,01;0,15;2,1;0,1020;11;32;0,9960;3,23;0,48;10,0;REGULAR-MALO
7,5;0,71;0,00;1,6;0,0920;22;31;0,9964;3,38;0,58;10,0;REGULAR-BUENO
8,0;0,58;0,16;2,0;0,1200;3;7;0,9945;3,22;0,58;11,2;REGULAR-BUENO
10,5;0,39;0,46;2,2;0,0750;14;27;0,9960;3,06;0,84;11,4;REGULAR-BUENO
8,9;0,38;0,40;2,2;0,0680;12;28;0,9949;3,27;0,75;12,6;BUENO
8,0;0,18;0,37;0,9;0,0490;36;109;0,9901;2,89;0,44;12,7;REGULAR-BUENO
8,0;0,18;0,37;0,9;0,0490;36;109;0,9901;2,89;0,44;12,7;REGULAR-BUENO
7,0;0,50;0,14;1,8;0,0780;10;23;0,9964;3,53;0,61;10,4;REGULAR-MALO
11,3;0,36;0,66;2,4;0,1230;3;8;0,9964;3,20;0,53;11,9;REGULAR-BUENO
11,3;0,36;0,66;2,4;0,1230;3;8;0,9964;3,20;0,53;11,9;REGULAR-BUENO
7,0;0,51;0,09;2,1;0,0620;4;9;0,9958;3,35;0,54;10,5;REGULAR-MALO
8,2;0,32;0,42;2,3;0,0980;3;9;0,9951;3,27;0,55;12,3;REGULAR-BUENO
7,7;0,58;0,01;1,8;0,0880;12;18;0,9957;3,32;0,56;10,5;BUENO
8,6;0,83;0,00;2,8;0,0950;17;43;0,9982;3,33;0,60;10,4;REGULAR-BUENO
7,9;0,31;0,32;1,9;0,0660;14;36;0,9936;3,41;0,56;12,6;REGULAR-BUENO
6,4;0,80;0,00;2,2;0,0650;28;52;0,9938;3,49;0,52;11,6;REGULAR-MALO
7,2;0,34;0,21;2,5;0,0750;41;68;0,9959;3,37;0,54;10,1;REGULAR-BUENO
7,7;0,58;0,01;1,8;0,0880;12;18;0,9957;3,32;0,56;10,5;BUENO
7,1;0,59;0,00;2,1;0,0910;9;14;0,9949;3,42;0,55;11,5;BUENO
7,3;0,55;0,01;1,8;0,0930;9;15;0,9951;3,35;0,58;11,0;BUENO
8,1;0,82;0,00;4,1;0,0950;5;14;0,9985;3,36;0,53;9,6;REGULAR-MALO
7,5;0,57;0,08;2,6;0,0890;14;27;0,9959;3,30;0,59;10,4;REGULAR-BUENO
8,9;0,75;0,18;2,5;0,0770;15;48;0,9974;3,20;0,47;9,7;REGULAR-BUENO
10,1;0,37;0,34;2,4;0,0850;5;17;0,9968;3,17;0,65;10,6;BUENO
7,6;0,31;0,34;2,5;0,0820;26;35;0,9936;3,22;0,59;12,5;BUENO
7,3;0,91;0,10;1,8;0,0740;20;56;0,9967;3,35;0,56;9,2;REGULAR-MALO
8,7;0,41;0,41;6,2;0,0780;25;42;0,9953;3,24;0,77;12,6;BUENO
8,9;0,50;0,21;2,2;0,0880;21;39;0,9969;3,33;0,83;11,1;REGULAR-BUENO
7,4;0,97;0,00;2,2;0,0880;16;32;0,9976;3,58;0,67;10,2;REGULAR-MALO
6,9;0,49;0,19;1,7;0,0790;13;26;0,9955;3,38;0,64;9,8;REGULAR-BUENO
8,9;0,50;0,21;2,2;0,0880;21;39;0,9969;3,33;0,83;11,1;REGULAR-BUENO
9,5;0,39;0,41;8,9;0,0690;18;39;0,9986;3,29;0,81;10,9;BUENO
6,4;0,39;0,33;3,3;0,0460;12;53;0,9929;3,36;0,62;12,2;REGULAR-BUENO
6,9;0,44;0,00;1,4;0,0700;32;38;0,9944;3,32;0,58;11,4;REGULAR-BUENO
7,6;0,78;0,00;1,7;0,0760;33;45;0,9961;3,31;0,62;10,7;REGULAR-BUENO
7,1;0,43;0,17;1,8;0,0820;27;51;0,9963;3,49;0,64;10,4;REGULAR-MALO
9,3;0,49;0,36;1,7;0,0810;3;14;0,9970;3,27;0,78;10,9;REGULAR-BUENO
9,3;0,50;0,36;1,8;0,0840;6;17;0,9970;3,27;0,77;10,8;REGULAR-BUENO
7,1;0,43;0,17;1,8;0,0820;27;51;0,9963;3,49;0,64;10,4;REGULAR-MALO
8,5;0,46;0,59;1,4;0,4140;16;45;0,9970;3,03;1,34;9,2;REGULAR-MALO
5,6;0,61;0,05;2,4;0,0730;19;25;0,9926;3,56;0,55;12,9;REGULAR-MALO
8,3;0,33;0,42;2,3;0,0700;9;20;0,9943;3,38;0,77;12,7;BUENO
8,2;0,64;0,27;2,0;0,0950;5;77;0,9975;3,13;0,62;9,1;REGULAR-BUENO
8,2;0,64;0,27;2,0;0,0950;5;77;0,9975;3,13;0,62;9,1;REGULAR-BUENO
8,9;0,48;0,53;4,0;0,1010;3;10;0,9959;3,21;0,59;12,1;BUENO
7,6;0,42;0,25;3,9;0,1040;28;90;0,9978;3,15;0,57;9,1;REGULAR-MALO
9,9;0,53;0,57;2,4;0,0930;30;52;0,9971;3,19;0,76;11,6;BUENO
8,9;0,48;0,53;4,0;0,1010;3;10;0,9959;3,21;0,59;12,1;BUENO
11,6;0,23;0,57;1,8;0,0740;3;8;0,9981;3,14;0,70;9,9;REGULAR-BUENO
9,1;0,40;0,50;1,8;0,0710;7;16;0,9946;3,21;0,69;12,5;MUY BUENO
8,0;0,38;0,44;1,9;0,0980;6;15;0,9956;3,30;0,64;11,4;REGULAR-BUENO
10,2;0,29;0,65;2,4;0,0750;6;17;0,9957;3,22;0,63;11,8;REGULAR-BUENO
8,2;0,74;0,09;2,0;0,0670;5;10;0,9942;3,28;0,57;11,8;REGULAR-BUENO
7,7;0,61;0,18;2,4;0,0830;6;20;0,9963;3,29;0,60;10,2;REGULAR-BUENO
6,6;0,52;0,08;2,4;0,0700;13;26;0,9936;3,40;0,72;12,5;BUENO
11,1;0,31;0,53;2,2;0,0600;3;10;0,9957;3,02;0,83;10,9;BUENO
11,1;0,31;0,53;2,2;0,0600;3;10;0,9957;3,02;0,83;10,9;BUENO
8,0;0,62;0,35;2,8;0,0860;28;52;0,9970;3,31;0,62;10,8;REGULAR-MALO
9,3;0,33;0,45;1,5;0,0570;19;37;0,9950;3,18;0,89;11,1;BUENO
7,5;0,77;0,20;8,1;0,0980;30;92;0,9989;3,20;0,58;9,2;REGULAR-MALO
7,2;0,35;0,26;1,8;0,0830;33;75;0,9968;3,40;0,58;9,5;REGULAR-BUENO
8,0;0,62;0,33;2,7;0,0880;16;37;0,9972;3,31;0,58;10,7;REGULAR-BUENO
7,5;0,77;0,20;8,1;0,0980;30;92;0,9989;3,20;0,58;9,2;REGULAR-MALO
9,1;0,25;0,34;2,0;0,0710;45;67;0,9977;3,44;0,86;10,2;BUENO
9,9;0,32;0,56;2,0;0,0730;3;8;0,9953;3,15;0,73;11,4;REGULAR-BUENO
8,6;0,37;0,65;6,4;0,0800;3;8;0,9982;3,27;0,58;11,0;REGULAR-MALO
